review_description,rating
التطبيق يجنن حتى مايحسب حق المشوار حمااس ورخيص بعد موغالي والي يقول فاشل كش بش على هذا الوش وباااي😄😂,positive
مش عاوز أم الإعلان دة انا مرهتو كل شوية ينزل على الجوال كرهنة فية اصلاا انا مبتحبش أكل الدلفرى خالص,positive
رائع جدا  وياليت تكثرو مطاعم الجنوب ولو استخدمتو خرائط قوقل لتحديد الموقع افضل,positive
جميل بس لو التزمنا بالمواعيد والساده الركاب التزمت بموعد ركوبهم وان خالفوا موعدهم انطلقت السياره للالحاق بمواعيد وصولهم في باقي المحطات وشكرا مشترك جديد,positive
جزاكم الله خير❤️ تم التعامل مع مشكلتي بكل رقي و صدارة رحب.. موفقين جميعاً,positive
بس ممكن اعرف ليه لما اخوش تتبع الطلب يخرجنى من البرنامج خالص ليه,positive
روعه قد الدنيا انا طلبت وكان المطعم مرههه بعيد بعد 5 دقايق جاء الطلب انااهنيكم صراحةً,positive
شكر لكم من كول التحي ومزل التحي مفضل وعلم اءحترم وشكرن لكم واءن فى خدميت شعب مصير الغالى وخدميت كول العلم,positive
السلام عليكم ورحمة الله وبركاته البرنامج جيد جدا ويستاهل الكل ينزله,positive
أولاً التطبق حلو جداً وانصح بتحميله ثانيا الجهاز او المكنه اللى بتبقا عند الراجل صوتها مزعج جداً بتمنا ان يتم تغير النغمه,positive
جيد ولكن ينقصه خدمات اخري مثل باقي التطبيقات لشبكات اخري يرجي إجراء تعديل وتصحيح مشاكل التطبيق,positive
هذا تطبيق لا ينوصف حلو و في جميع لاكلات حملو اصيحة,positive
يوصل بسرعه بس فيه خلل ف البرنامج يوم تجي عروض مطاعم احط المدينه و لازم المنطقه اكتب اسم الحي بس يقول لا يوجد وش الحل,positive
احلي مطعم واحلي اكل ذقته ممتاز الأول على المطاعم شكرا هاشم اكلكم قمه في اللذه,positive
رائع و انصحكم تحملونه علشان يكون اسهل في التعامل ❤️❤️❤️❤️,positive
هذا احسن موقع شكرا لكم. وكمان كيف يمكنني اضافة مطعمي,positive
اطلب انا من عندهم يمكن عشر مرات طلبات جميل حملوه  بعدين انتم الي تقلون انه مو حلو الغلط منكم  انتم يمكن ما تعطونه العنون صح,positive
تشكيلة مطاعم و بحث سريع.. ممكن البحث عبر المطعم او طعام معين و لو داخل المينيو .. كتير مرتب,positive
التطبيق روعه بمعنى الكلمة اشكركم يعني بكبسة زر الأكل يوصل لي باااب بيتك شكراً😊...,positive
برناج جميل جدا                               بس مشكلة وحدة نبغا مطاعم اكثر مثل البيك و غيرو ولكن مع زالك يستحق1000000 نجمة و اتمنى رد بسرعة,positive
البرنامج جيد جدا ولكن لا يريد التسبيت علي هاتفي الجديد كان مسبت علي هاتفي القدم عندما غيرت الهاتف لا يريد التسبيت,positive
شركه السويدي شركة محترم نفس العضويةفى شركة السويدي نفس التطبيق انا كهرباء حب أعمال مع السويدي مع تحياتي شركة السويدي,positive
شكرا على البرنامج ويستاهل 5 نجوم بس نتمنى اظافة مطاعم وفيه بعض ملاحظات ع التوصيل,positive
ممكن اعرف ليش لم اطلب بعطني خطء بشروط ما برضى يطلب,positive
اعرفه من زمان وشكله حلو بجربه ان شاء الله بالتوفيق لكم,positive
مشالله الموقع حلو و كل طلباتي اطلبه بي صرعه تجي احلى موقع طلبات,positive
طلبات ✔✔✔ليش٠٠٠٠٠٠ لأنه لما تبين تطلبين انقصون السعر ٠٠٠٠٠٠ ثانيا بدون نت أو اكردت ٠٠٠٠٠٠  ثالثا لايك ٠٠٠٠٠٠٠٠ شكرا لاستماعكم لي٠٠٠٠٠٠٠٠٠,positive
صراحه تطبيق سهل ووفر علينا عناء الذهاب للمطاعم نتمنى لكم التوفيق,positive
تطبيق حيل حلو بس كنت اول مره بطله ماوصل لانه صارت مشكله و قبلتها مني,positive
شباب جوردن في بحر مني كرافت على السواء من الكويت,positive
اقسم بالله العظيم أنه احسن وأجمل تطبيق في العالم واستمرو الى الامام وشكرا جزيلا مع تمنياتي لكم بالتوفيق اخوكم/ وائل علي😘😘👌👌👍👍😃😃,positive
لو استخدمت الكود ده انا و انت هيجيلنا ٢٠ جنيه في المحفظة! جرب سويڤل دلوقتي karimhpszkji,positive
حلو تطبيق وسهل استخدم Thanks Jeddan for this beautiful application,positive
مواعيد مظبوطه احترام وتقدير العميل محستش غير انى صاحب مكان بالبلد كده,positive
زي ما بيقولوا اسأل مجرب ولا تسال طبيب وفي ناس جربوا التطبيق وطلع جميل انا كمان هجربه وان شاء الله يكون حلو,positive
عن تجربة تطبيق يستحق التجربة وسوف تستمروا معهم الف شكر على العاملين على التطبيق,positive
التطبيق ممتاز اتمنى اضافة خاصية الدفع عبر كريدي ماكس للدفع بأي بطاقة إئتمانية أسعار الوجبات بأغلب المطاعم بالتطبيق اغلى من الواقع,positive
هو حلو جدآ بس انا من بني سويف ينفع اطلب,positive
الموقع ممتاز جدا و سهل و بسيط و في مجموعه كبيرة من المطاعم و الحلويات,positive
والله احسن شي طلبات كمعاملات وسرعه الاستجابه الله يعطيكم العافيه,positive
فعلا البرنامج جميل و مفيد لو ماعندك سياره او رصيد او مشغول هو الحل .. فريق عمل متعاون و يردون بسرعه,positive
موقع المنزل لدي لا يصل خدمة طلبات يرجى تحديث خارطة الطلبات وتوسعته,positive
موقع طلبات احسن موقع للطلب اونلاين بس ليش ياخذون 5 دينار على بعض المطاعم احنا مرة العشاء كامل صار سعره اكثر من 100 دينار بحريني,positive
تطبيق رائع بس فيه عيب واحد عدم التقاط صورة الشاشه كمستند يفيد,positive
جميل بس ممكن اعرف ال50ج اللى فى المحفظه الهديه دى بتتصرف ازاى,positive
فى منتهى الروعةمشاريع تحفة وفعلاً طلعت مصطفي اهل ثقة الواحد شاف مشروعتها,positive
احسن حاجة حصلت في الساحل السنادي امان وراحة بال و توفير,positive
بس ماك يجي بارد اتمنى يجي حار وكيفسي نطلب بطاطا حاره تجينا بارده وهكذا فى اتمنى المره الجايه يكون احسن ☺,positive
جميل ولاكن يفضل وضع صور للطلبات ليكون اختيار الطلب اسهل واجمل,positive
تعمل ايه لو خلتلك مصر كلها وخارج مصر تعرفك  يعني هاخليك انت بوب مصر,positive
مطاعم كثيرة ومتنوعة وخدمة توصيل رخيصة والوقت لا بأس به. شكرا واتمنى لكم مزيد من التطور والنجاح,positive
برنامج رائع جدا و سريع في توصيل الطلب . ينقصه فقط تحديد الموقع,positive
شركة محترمة طلبت موبايل قسط وجيه ف يومين بدون مقدم وبدون فائدة بس العيب الوحيد جيه من غير ضمان بضمان شركة راية,positive
مفيد جدا وسريع وافضل من التطبيقات الاخرى خاصة اني استفدت منه في دبي عدد المطاعم لايعد ولايحصى,positive
رائع بس لو يطلعوا الطلبية للمكتب لانه صعب انزل واطلع وقت الدوام,positive
"Disisiisisiiisiuuygggggggghjsj the best price. I am a beautiful, and I will be in the UK. I have a look at the moment. I not",positive
التطبيق ممتاز ولكن ينقصه شئ مهم هو تفعيل الدفع بفيزا ميزا,positive
منذ التحديث الاخير وانا لا استطيع ان اطلب ولا ارى القائمة للاختيار او حتى صور لماذا؟ الرجاء اصلاح ذلك,positive
"رحلة مريحه وتعامل راقي والباص مكيف والأمور جيدة شكرآ Swvl
",positive
برنامج ممتاز جدا واتمنى تضيفون مدينه حفر الباطن باسرع وقت ممكن,positive
I would love it if there would be a request for a trip that isn't scheduled on the app for more flexibility,positive
اللي هيء اذا قلت ابي ادفع كي نت يقول حول انا ما ابي احول ابي ادفع قدام الباب,positive
التطبيق جميل لكن اسعار التوصيل و اسعار بعض المطاعم جدا غاليه,positive
البرنامج عجيييب مررره سهل الطلب ويوجد فيه كل الاصناف والمطاعم ولذييييذ😍😘😚😙😗,positive
اخرجى من عندى انا زهقت من العلان ده بيقطع على لو سمحتوا مش محتاجاه انا عندى سياره شكرا لكم,positive
ممتاز افضل تطبيق لطلب الطعام انا طلبت بس ما جاني في الموعد بس جاني قبل الموعد افضل تطبيق,positive
ممتاز هذا التطبيق ويسعدني ان اتعامل معه لانه افضل تطبيق,positive
ممتاز دقه عاليه الخيارات في البرنامج متعدده ومفصله تعطيك اريحية في اختيار نوع وجبتك,positive
بصراحه الاكل كله وااااااايد لذيذ الله يحفظكم من الحاقدين والحاسدين,positive
التطبيق افضل من رائع بصراحه واشكركم على هذي الخدمه المميزه ... وكل عام وانتم بخير,positive
يخلي الواحد مايحتار بالاختيار ... كافي اذا شفت المنيو اشبع 😂😅,positive
ما شاء الله خدمة ممتازة وباصات مميزة و سائقين محترفين لكن التطبيق نفسه يحتاج المزيد من التطوير,positive
تطبيق ممتاز ومريح ويوفر الوقت ولكن اسعار التوصيل مرتفعه نسبيا,positive
يوفر الوقت والجهد وحلو عرض المنيو والاعتماد على النفس بالطلب لكن ابدا ما يوفر المال 😊,positive
لو سمحت عندى مشكله تطبيق مش عايز يفتح وعايز تحديث ومفيش تحديث,positive
طلبت من أحد المطاعم وعند الدفع لم يقبل طلبي ولا يوجد لدي بطاقه أئتمانيه فهل ممكن اضافه بطاقه مدى البنكيه لأن أغلب تعاملتنا بهذي البطاقه.,positive
عايز اسجل كابتن ومش عارف اوصل ويشرفني ان اكون ضمن فريق العمل,positive
حدث مشكله من معكم الطبيق لا يستجيب يعني خربن يرجاء حل المشكله من معكم,positive
تطبيق رائع جدا وإلى الأمام دائما وزمن التوصيل جيد لكن لا يوجد مطاعم ومتاجر كافية,positive
جميييل جدااااا جدااااااا بس في عيب واحد ان البقالات تصكر الساعه١٢,positive
"تطبيق جدا رائع ويسهل عليك وانت فبيتك يوصل الطلب وكامل وبأسرع وقت❤ شكراً 
طلبات",positive
اواجه مشكله في ارسال الطلب وهي الرفض من جهه مارت طلبات,positive
ممتاز بس ياليت لو باقي المطاعم فالمناطق الثانيه نفس الخوير والغبره والقرم توصل للسيب,positive
السلام عليكم البرنامج شغال في مصر ولو شغال في مصر كيفية التواصل معكم ازاي,positive
لما بيكون مفيش مكان ف الرحلة لو حد اعتذر بيهتموا وبيبعتولك,positive
خدمه ممتازه باص نظيف كباتن في منتهي الزوق تكييف ومواعيد مظبوطه وسيله بجد مريحه جدا,positive
والله تطبيق مريح و يمتن يعني قبل كنا نركب السياره ونجيب اللي نبيه الحين نهائيا ما نتحرك 😂😂,positive
لو سمحتوا لو توفروا خدمات جوجل لتحديد المواقع لتسهيل الخدمة للزبون وكذلك لتكون الطريقة في الطلب اسرع و ادق و اكثر راحة.       ولكم جزيل الشكر🌷,positive
يسعد ابوكو هاذ لحكي الصح بعدين خدمة عملاء بتجنن مش ضايل غير يطعموك الوجبة😂❤,positive
طلبة بسهولة جدا وجاء الطلب متأخر شوية لكن صراحة برنامج ممتاز جدا شكرا لكم,positive
تطبيق ممتاز بيوفر لى اغلب احتياجاتى وبقيت باعتمد عليه اغلب الوقت,positive
تطبيق ممتاز لكن مازال هناك تفاوت في اسعار التوصيل رغم ان المطعم بنفس المنطقة، ايضا يحتاج زيادة العروض لتشجيع الزبون الذي يبحث عن السعر المنخفض,positive
احلى تطبيق واحسن ناس واحسن ادارة وشكرا جدا من القلب,positive
سرعه توصيل واذا تاخر يكون ايام الزحمه والاجازات بس تاخيره مو اكثر من ساعه تطبيق جيد جدا,positive
ممتاز جدا كل شي بوصل وبوقت قصير جدا وتعامل الموضفين محترم جدا,positive
٨دقايق على اساس في ناس كتير ٦٥العلاف..... تاتالبتاةةاو هيك نضل على الجوال نحن,positive
جدآ جدآ جدآ رائع انا طلبت منهم طلب والله بعد نص ساعه وصلني,positive
خدمه ممتازه سائق محترف مودب انا بركب كل يوم معاد٦.١٥ نفس السائف الكابتن حسن,positive
ازاي احصل ع خصم في اول رحله ليا مع سويڤل,positive
تطبيق جيد جدا حتى انه في مرة تأخر عني الطلب ارسلوا لي كود بمبلغ الطعام مع توصيل الطعام,positive
التطبيق حلو بس لأول مره معنديش اي قسيمة من شهر ونص انا دايما بستعملو,positive
تطبيق جدا حلو ومريح بس غالي شوي وكل شي بدك اياه موجود بس لو ما يكون غالي,positive
اريد معرفة عنوان ادارة سويفل الاسكندرية او رقم خدمةالعملاء للاهمية,positive
البرنامج جميل بس فيه عيب واحد الاكل يجي بارد مره طلبت من كنتاكي وجى الطلب بارد,positive
هذه من نعم الله علينا الحمدلله حمدا كثيرا طيبا مباركا فيه ملء السموات والأرض وملء مابينهما وملء ماشئت ياالله.,positive
تطبيقق جدا مفيد ورائع .. شكرا لكم وبتمنى انه تعملو عروض اكثر عالمطاعم ❤️🔥🔥🔥🔥🔥🔥,positive
احيانا اللغة تتغير الى الانجليزي بدون سبب. واذا دخلت الاعدادات بعد ما تتغير اللغة الى الانجليزي، يتوقف التطبيق توقف اجباري,positive
المطاعم متنوعه لكن التوصيل بطيئ و المحادثه المباشره تأخذ وقت طوييل جدا,positive
مدري جماعه شنو مشكلة ملهم بس والله كل يوم اطلب أكلات يجيني ب وقت محدد يجي عند بيتك شتريد بعد يستاهل والله الف نجمه ♥️,positive
التطبيق ممتاز وافضل التعامل مع بيتزاهت وبيرجر كنج وكنتاكي وأسوأها مع ماكدونالدز,positive
تجربة جميلة لكن يحتاج السواقين يكونو بدرايه اكبر بالمناطق و استخدام خريطة جوجل ماب,positive
انا مش فاهمة فكرة الابليكشن.. هل ممكن حد يكلمني علشان أفهمه.. وشكرا ليكم,positive
انا احك الكباتن والزبون بنفس الوقت يسععععد قلبكم شو انكم شركة مرتبه,positive
شكرا لمصمم البرنامج انا كان ماعندي رصيد وشفت اعلان وحملت البرنامج واحلى شي أنه بدون رصيد لاكن اتمنى تقللون ساعة التوصيل وشكرا❤❤❤,positive
التاخر في تامين الطلبات ولايوجد عملا تميز للبرنامج ومحفزات لهم وشكرا,positive
تطبيق جيد جدآ وسهل التعامل مع الطلبات بصراحه طلبت منه كثير ولا شفت اي ازعاج منهم,positive
عندما طلبت تم الدفع عن طريق بينفت و لم يصل الطلب و تم سحب المبلغ,positive
التطبيق رائع جدا وسهل شكرا على مجهوداتكم نحتاج من المطاعم السرعه فى تنفيذ الطلبات,positive
طلبات هي من أفضل الشركات الأردنية لخدمة المجتمع ولخدمات المطاعم والفنادق والطلبات التي توصل لبيوتنا ومشتمعنا وشعبنا الاردني,positive
البرنامج مره حلو انا من الدمام من اطلب يوصل بسرعه,positive
تطبيق جميل ممكن اشحن منه واحول الا رضى والنت والموبايل,positive
مش بيجيني عروض كتير بالرغم من اني بطلب بالعروض دايمآ,positive
بصراحة جداً رائع بس لويعجلون شوي بتوصيل الطلب يكون افضل,positive
احسن برنامج و اسرع خدمه و ناس مية مية ❤️😂,positive
ممتاز جداً جداً جداً جداً جداً يتيح لك سداد فواتير الكهرباء والمياه والنت والأرضي وغيره,positive
احيانا الطلبات لاتصل كما طلبت. ارجو ان تكونوا جهة محكمة مثل طريقة سوق كوم,positive
تطبيق رائع جداً.. اختصر علينا الكثير الكثير من الجهد والوقت.. ارجو لكم دوام التوفيق والنجاح,positive
من حملت التطبيق واستغنيت تماما عن الطلب من التلفون مرة ممتاز واطلب من اي مكان وملتزمين بالوقت واتمنى تكثرون قائمة المطاعم وبالتوفيق 👍👍👍,positive
ممتاز جدا بس منذ فترة طويله لم اتلقى اى تخفيضات والسبب لم اعرف,positive
احلي خدمة طلبات مصداقية في التعامل 👍💕 انصحكم فية 🌹🙏,positive
مشكورين علئ التعامل الحسن من قبل الموظفين وجوده توصليهم للطعام,positive
البرومو كود جاي النهاردة ب ١٠ جنيه الرحلة اكيد مش هقدر اركبه خالص.... الhelp بيرد بعد اسبوع تكون المشكلة بقيت مشكلتين وثلاثة,positive
تم تقييمكم 5 نجوم بعد أن كان 1 نجمه .بمجرد تواصلكم معي ♥️♥️,positive
"طلبات صديقي الصدوق من ١٠ سنين، قاعده احاول اقطع علاقتي فيه بس ما اقدر 
استنزفني ماديا وصحيا ههههههه",positive
تطبيق مره حلو ياخي انا قاعد جوعان وفكر شو اكل عطوني كود 40 درهم بيعشوني على حسابهم كفو والله,positive
تطبيق جيد جداً في سرعة طلب الخيارات المتاحة في دقت الوقت وا في السعر شكرآ طلبات 💜♥️❤️,positive
تطبيق مرة حلو بس المشكله هي انه هم يقولون ان ما في دفع توصيل بس انتو تربحو بالضرائب يعني الضرائب مرة يعنيي ....,positive
المهم اسعارهم كويسة ولا زي كريم واوبر.اصل اوبر لو مفيش عرض بيفتروا قوي,positive
برنامج أكثر من رائع دائما اطلب منه شكرا للقائمين عليه,positive
ابغى اطلب بس ماما ما ارضى وتقول أن نفس الشيئ,positive
التطبيق كويس وخدمة العملاء فيه ممتازه بس طريقة الدعايه ليه فيها نصب,positive
افضل تطبيق تحويل اموال وادارتها منافس قوى للاجانب مريح وافضل من المنافسين,positive
التطبيق جدا راااائع ووفر علينا الجهد والوقت ♥️ شكرا طلبات 💗,positive
من يوم كامل بحاول افتح التطبيق لا يعمل مسحت التطبيق ونزلت من تانى مش شغال مع أن اورنج طلقه,positive
تطبيق جميل ورائع و مافيه عمليات نصب واحتيال انصحكم بتثبيته,positive
بس لي مش في كل الأماكن البشر واحد وحنا انتفع فلوس احسن من الاغنياء,positive
Good idea and I like it it's easy to use,positive
عن من استخدم سويفل اراء رائعه.. ان شاء الله استخدمه بعد فك الجبس.,positive
روعه بس عندهم مشكله بالتوصيل يعني ياخذ ساعه واكثر 💜👌,positive
ممتازة لكن في بعض مطاعم او سوير ماركت بيجيلي مره واتنين واجي اطلب يرفض ويقولي موقعك بعيد والبرنامج يعمله اغلاق,positive
انه جدا جدا تطبيق جميل لأنه عندما أصبح جوعان عندما ادخله أصبح شبعان,positive
البرنامج مره حلوه ططلب اي شي هو بجيبلك لان بيتك,positive
التطبيق يستحق 5نجوم سريع بالتوصيل + خصومات+ جودة تعامل + تخفيضات,positive
عن جد افضل برنامج ممكن تحملو لحتا توصي اكل و بس كليك تحط الموقع و الرقم برنامج يستحق الشكر ❤,positive
ما شاء الله حلو البنامج دة أستفت بي أوي بسراح,positive
ليه مفهوش خدمه فيزا البنك الاهلي ارجوا تحديث ب البنك الاهلي,positive
مااقدر اوصفلكم كم هيااا ممتع ولذيذ وجميل للغايه .... اشكركم جداا,positive
حملوه انا أنصحكم فيه لاكن فيه شي يخوفني فيهم شلون يجيبون الطلب بسرعه🤔🤤,positive
رائع جدا و أشكر على وجود هذا التطبيق الأكثر من رائع,positive
جميل التطبيق وااايد سهل علينا اتصال المطاعم وانتهاء الرصيد بس اتمنى اضافة مطاعم كثيرة وتقليل من الاسعار احيانا مبالغ فيها,positive
اتمنى لو يكون سابويه موجود وبعظ المطاعم اللي غير موجوده,positive
جميل ومفيد وسهل وشكرا شكرا لكم جدا جدا جدا شكرا لك على,positive
افضل محفظة وخاصة إمكانية التحويل لشبكة وى أو اي شبكة تانية,positive
بصراحة مواصلة مريحة ومحترمة وتهتم براحة العملاء وانا بفضلها عن باقي التطبيقات لي ولاولادي بالتوفيق سويفل,positive
ممتاز جدا جدا جدا جدا جدا جدا جدا جدا وتعمل رائع,positive
دلوقتي انا عملت تأكيد للحساب والتطبيق بيطلب مني رقم سري اعمل ايه,positive
انة بعدني ما منزلة اابرنامج بس من يجبو الطلب بفلوس 🍴,positive
وأيد حلو الاكل يجي توا مستوي ولذيذ😋 ويجيك 😙بلوقت مره حلو وسهل شكرا طلبات دوت كوم  😘,positive
رائع لكن اتمنى ان تعطوني قسائم مجانيه لاني دائما اطلب اريد مكافئه,positive
"رائع وجميل وافادني ويريح جدا جدا ومصداقية ومواعيد وايضا التجارب مع الشكاوي 
بالدردشات جزاكم الله خير اتمنى من تطور الى تطور",positive
شوفو تطبيقكم مرة يجنن بس لو تضيفون مطعم ماك يخي 🙃بهنقرستيشن مرة مو كويس ومايوضلون,positive
طلبات مميز جدا لخدمتكم ونضافتهم اكلهم الطازج وساخن شكرا لكم على الخدمات اكثر من رائعة اتمنى لكم بتوفيق,positive
برنامج رائع و سهل الاستخدام و يوجد بداخله كل ما تحتاج له انصح به,positive
هذا الابلكيشن قوي قوي قوي وعجييب حيلل وكل شي فييه هذا عندي التوب ون اذا بطلب اي مطعم على طول ادش طلبات من غير تفكيير😩😩💙,positive
التطبيق روعه اول حاجه بيدي خصم جامد 50جنيه علي اول وجبه تاني حاجه عروض تالت حاجه توصيل سريع وسهل,positive
هو برنامج رائع وخصوصا بدفع منه الإنترنت المنزلى والموبايل بس رصيد المحفظة لا يظهر ولا اعرف السبب ؟؟؟؟,positive
منتج انا دائما برجحه وبشتغل فيه لانه عالي الجوده رخبره 16 سنه,positive
مرهههه حلو بس المشكله هارديز مرههه يتأخر اتمنى تحلون المشكله,positive
الشهادة لله. اول مرة اتعامل مع الموقع واقدم طلب ويوصلني قبل الموعد .شفافية وسلاسة والتزام.موفقين,positive
ينقصه خدمة جي بس اس للمطعم اللي يوصل واذا سوستو هل خدمه تستاهلون ٥ نجوم عشان اعرف وين وصل طلبي اتمنا تسون هل خدمة وشكرا,positive
❤️ صديق السهر وعدو الفلوس هالتطبيق ولكن احبه بالنسبه لي طلبات افضل من اي تطبيق ثاني,positive
انا من البحرين يوصل سريع و تعامل هم جيد كثيران,positive
من اول ما انشأ الويب سايت وانا مشتركة فيه و التطبيق زود سهوله الطلب و التفاصيل بكل اريحية..  تمنياتي التوفيق 👍👍,positive
احب شغلهم السريع بس ساعات بالليل يلغون الطلب لاسباب .. ساعات يكون زحمه في المطعم او المطعم كنسل الطلب,positive
والله كل الطلبات سريعة والأكل نفس الي بالصورة والمذاق رائع جدا,positive
سهولة في طلب الطعام وتوفير الوقت والجهد الشكر الخالص لكم انصح الجميع بتنزيل التطبيق واستخدامه,positive
بشرط مطاعم في تبوك الدخل واحد يكون احسن مطعم كثيره,positive
"ممتاز بس ياريت يبقي فيه تليفون للتواصل او الاستفسارات ؟ ارجوا إرسال تليفون 
علي الخاص",positive
بجنن اكلنا ببلاش 🤣🤣🤣🤣🤣 وزينب كيفت وانا كمان كيفت معها .. والله لنكيف,positive
مرررررررررررة جميل التطبيق والله اني استفيد من التطبيق هاذا و كمان يوفر الوقت شكرا,positive
ممتاز سهل علينا كثير خاصة دخل خدمات اخرى غير الطعام,positive
يسهل عملية البيع .. وكل ماهو جديد .. و عروض قيمة ..,positive
برنامج رائع جدا وسهل وسريع في الخدمة ولا يحتاج تروح وتعب نفسك تمسك دور ومتى يخلص الطلب يجيب الطلب إلى باب بيتك,positive
البرنامج و لا أروع يوصل بشكل سريع وكل المطاعم موجودة فيه 👏👏💖,positive
مبدعين .. بس ياريت تخففون اسعار التوصيل اصبحت الآن تسعة دراهم !!,positive
برنامج ناااااااجح و مريييح جدا وخصوصا مع وجود خدمة الكي نت انصح فيه وبقوه,positive
برنامج جدا مريح ورائع وكافي انه يفكنا من غثا الي يردون 😂,positive
ممتاز لكن توجد مشكلة ان السائقين لايقرؤون الملاحظات حيث انني اكتب يرجى التواصل واتس ولا يتم التواصل.,positive
مش راضي يديني ال50جنيهزي ما في الاعلان ولا كان جر رجل فقط انا عارف انتوا تطبيق محترم مش عاوز يجيلي ليه,positive
لو سمحت لو انا حجزت من المندره لفيكتوريا بكام سعر الفرد برجاء الرد,positive
في البدايه كان جيد جدا ولكن حاليا مبيفتحش ..ولو فتح بيكون بطئ جدا ارجو انكم تحلو المشكلة في اسرع وقت ..,positive
تطبيق فكرته حلوه وسهله فيه كل المطاعم وتقدر تطلب وين ما تبي و باي وقت وبكل سهوله,positive
تجربة جيدة بس ياريت يكون في خط من ابوقير الي المحطة سريع عن طريق السيوف والعوايد,positive
برنامج جميل انصح باستخدامة بيسهل عمليات السحب والايداع في اي يوم واي وقت حتي في الاجازة,positive
"خدمه ممتازه ومواعيد مظبوطه واسعار مناسبه بجد شكرا كانت رحله جميله
",positive
"حلو وجيد وفيه كل اشي بخطر عالبال بس ليش كتير غالي يعني وجبة شاورما من 
المطعم ب 2 وربع ليش هون ب 2 و70",positive
"حمد الله زين ما في شي بس دعيات يعني ماهي حاله بس احسن خلاص ما بقى برنامج ما 
قاموا يحطون دعايات😅",positive
جداااا مميز ومفيد  لكن اتمني امكانيه تحديد الموقع بالجي بي اس افضل من كتابة العناوين,positive
تطبيق جداً جميل .. بس لو يصير التوصيل بدال 5-10,positive
التطبيق مرره حلو وكل شي فيه حلوو احيي صاحبه^_^ و يستاهل 10 نجووم مش بس 5,positive
ممتاز ...التطبيق ممتاز جدا جدا و التوصيل في وقته و الطعام ساخن و لذيذ👌👍👌😊,positive
تطبيق ممتاز الواحد يطلب ويوصل الطلب لباب البيت وهو مرتاح,positive
افضل تطبيق توصيل طعام في الكويت لكن بعض المطاعم مفقودة,positive
وصل الطعام في 25 دقيقه فقط وحار وشكرا لي إضافة بيتزا هت,positive
ممتاز ياريت يبقى في خصومات كتير وتوصيل الي جميع المناطق,positive
والله البرنامج  ححلوو ورعههه انا إنسان م اعرف اقول لا “̯  ‏​‏​‏​‏​                                                                                                        ‏اقولك آبشر و,positive
رائع ، خدمة تحديد الموقع عاملين التوصيل لا يعتمدو عليها,positive
تطبيق جميل جدا وشركة ممتازة تتعامل بشكل راقي نتمني لكم المزيد من التوفيق ان شاء الله,positive
التطبيق رائع جدا لانه لا يتأخر و الطعام ساخن و ليس بارد,positive
التطبيق معتش بيفتح مع التحديث الأخير... ياريت حل سريع ياجماعة ياترجعونا للنسخة القديمه,positive
بشكل عام ممتاز ولكن هناك العديد من المطاعم غير موجودة كما انه في بعض الاحيان عند اختيار الوجبات يغلق الطبيق.,positive
مرا ممتاز  ملاحظه لو يضيفو دومنيز بيزا مو شرط ع حسب موقعنا تبغا كل المطاعم موجوده,positive
أنه تطبيق جيد جداً ولكن لا يوجد توصيل للمفرق أرجو أن تحلوا المشكلة 😞وشكرا😊,positive
جميل جدآ و يوفر عليك وقت و سهل و مريح استخدام التطبيق ❤️👍,positive
ساعدني كثيرا عندما لا استطيع الخروج و لا أملك رقم المطعم استعمل تطبيق طلباتي,positive
خدمه ممتازه والعمل علي حل اي شكوي بمنتهي السرعه شكرا لكم,positive
افضل برنامج بالنسبه لي كل شي سهل انصحكم فيهه وبقوة اي تبونه تلقونه بطلبات 👌👌💕💕,positive
تطبيق رائع وممتاز يعجز وصفه فعلا ماشاء الله استمروا وشكرا,positive
وسيلة مواصلات مريحة كباتن ذوق جداا بس المواعيد عاوزة تتظبط شوية غير ذلك رائع,positive
"جدا بالفكر وكنت عاوز أسأل وانضم معاك بس انا ساكن فى الهرم مربوط وشعبة فى 
عباس العقاد هل فى مواصلة ولو فى هيكون تكلفه كام",positive
انا كابتن ومعايا سياره نيسان صني ٢٠١٤ ممكن تفعيل او دعم او رقم للتواصل,positive
افضل خدمه توصيل على الإطلاق دقه في الموعد والاكل يصل ساخن,positive
انا لسة ما شريت ولا نزلتو بس اكيد التوصيل لاول مرة مجانا؟,positive
شركه ممتازه تقريبا فى رحلات لكل مكان فى اسكندريه سائقين محترفين والباصات ممتازه والتعامل قمه فى الاحترام شكرا سويفل,positive
ياجماعه البرنامج مالي في كم ساعه يجيكي لا ما ولا يتشرط وكم تدفع البرنامج يوصلك للمطعم الي تبغي وبس,positive
قدمت اوراقى وفى اقل من عشره ايام تم الاتصال بى واخبرونى بميعاد استلام الكارنيه,positive
انا كنت مقدم ورقي للتعين خمسه % فلو تكرمتم تردو هليه عشان الظروف مش ولا بد ‘لكم عمد الله الثواب,positive
"أتمنى أن يتم القضاء نهائيا وأبدا للكابلات المضروبه والرقي بالمنتج الأصلي 
لسلامه العميل وأمن المنتج الأصلي",positive
التطبيق رائع بل اكثر من رائع عاشت ايد اللي سواه 💋,positive
البرنامج روعهههه يوفر عليك كل شي بدال ماتتصل تطلب اونلاين,positive
يتئخر في دخول التطبيق اقعد 5 ظقايق استنا التطبيق يفتح,positive
