text,rating
تحربتي . . واي فاي لا يعمل،، رائحه دخان في الغرفه،، باعوض في الغرفه..تجربه غير جيده,Negative
رديئة مملة..لا أرى قصة لا أرى حتى أسلوب يشجعني لإكمالها... كنت أتوسم فيها الكثير..الأ، أنا نادمة على الوقت الذي اضعته في قراءتها..,Negative
باختصار لم أشعر بالملل في حياتي مثلما شعرت وأنا أقرأ هذه الرواية,Negative
جشع وطمع . هل من حق الفندق اخذ من مجموع التكاليف واحتسابها ضريبة؟؟؟؟؟.,Negative
مخيب للأمل. نظام التلفزيون. السعر مرتفع جدا. الغرفه صغيره جداوالحمام سيئ جدا لايوجد به خصوصيه لاينصح للعائلات,Negative
المطعم مبالغ في الاسعاروالاكل مو ولابد وخصوصا الصيني والمشوي محروقة عندة والخدة من,Negative
. لاكن فعلا الكتاب مليان اخطاء لغوية واملائية حتى لو كانت بالعامي وذا شي ينرفز وانت تقرا,Negative
لو كان فى اقل من واحد كنت اختارته اسوء رواية قرأتها في حياتى,Negative
مخيب للأمل. . ازعاج في خدمة المنبه مع اني مش طالب انه يحطولي منبه بس ماشي فايده كل شوي يدقون عليه,Negative
مخيب للأمل. الهدوء وسرعة انجاز الدخول والخروج. رائحة الممرات قذارت الفوط عدم وجود خدمة غرف بالليل,Negative
تجربة سيئة . لا شئ. حجم الغرفة صغير جدا و بوفية الإفطار متواضع و فرش الممرات قديم..لا يتعدى مستواه ال نجوم,Negative
لا أنصح به . الواي فاي. تعامل الطاقم مع النزلاء السعوديين سيء جدا خاصة العاملين بالمطعم اثناء فترة الافطار,Negative
الفندق غير لا ئق للسكن . موقع الفندق جيد. التكييف صعب التحكم الواي فاي ضعيف الأثاث قديم النظافه سيئه وجدنا صراصير في الدواليب,Negative
لا تشويق ولا فكرة ولا ابداع مجرد قصة بفكرة ساذجة,Negative
ضعيف جدا. البحر والشط جميل.. الاستقبال يستغرق وقت طويل والمكان لا يحتوي اي مطاعم او كفيهات بعده عن المدينه ويفتقر الي اي وسائل الترفيه,Negative
اشعر بالاحباااااااااااط من هذه الروايه ولاافهم سبب كونها روايه عالميه ولها ضجه للاسف الشديد,Negative
لم يعجبني الكتاب فقط بعض المقتبسات .. لا يروقني هذا الأسلوب و هذه الطريقة العاطفية الخالية من كل دلائل عقلية,Negative
ضعيف. الخدمات الذاتية جيدة غسالة مكرويف سخانة. رائحة كريهة جدا من اغطية الاسرة و بعد الشكوى تم تغير الاغكطية و نفس الرائحة موجودة.,Negative
الفندق سيئ للغاية . قربه من المسجد الحرام. عدم النضافةسوء المكيفجود كثير من الحشراتسوء أدوات المطبخروائح كريهة سوء الضيافةتراكم النفايات في الغرف والأسياب,Negative
سيء بكل ما تعني الكلمة . لا شيء. كل شيء,Negative
يحتاج للتطوير كثيرا . فقط عامل النظافه بالدور التاسع واسمه متين. موظف الاستقبال الرءيسي ليس على درايه بمواصفات الفندق,Negative
توقفت عن القراءة عند الصفحة . لم استطع اكمالها بسبب اتسامها بالسرد وخلوها من الاحداث المشوقة,Negative
ضعيف. الفندق جدا قذر وما يرقى حتى الى نجمتين. نظافة الغرف. معاملة الموظفين. جدا غالي مقارنة بالخدمة التي تحصل عليها,Negative
مش عارفه ماتحمستش للكتاب نفسه و يمكن معجبنيش أوي الأسلوب يمكن عشان ماكنتش متعودة عليه ف المقالات وقتها,Negative
ضعيف جدا. أسوء فندق على الاأطلاق. كل شيئ سيئ للغاية,Negative
لا أنصح به . مرافق إعداد الطعام ذاتيا. أسلوب معاملة موظف الاستقبالتأخير التسكينسوء الاهتمام بالطلبات والاستفسارات,Negative
ضعيف جدا. لم يعجبني شي. الخدمات الاستقبال اعطونا غرفه دخلناها وجدنا نساء نائمات وش الفوضى,Negative
الهدوء والسكينة . الهدوء. نظام المواقف للسيارات المدفوع الأجر معى أني نزيل ولم أجد هذا النظام في أي فندق,Negative
كنت باخدها من ابن خالتي واقرأها وانا صغير وكنت بحبها بس لما درستها كرهتها :,Negative
الخدمة بشكل عام سيءة . . تعامل الموظفين لاسيما الاستقبال الليلي السوداني,Negative
اسوأ فندق. عكس التقييمات . لاشي. كل شي تعبان جداااا,Negative
الكتاب ده مفيهوش غير عنوان يشد و يخليك تشتري. خسارة فيه تمن الورق,Negative
مخيب للأمل. فقط خدمه السياره. السرر ضعيفه الفوط تحت المستوى,Negative
ضعيف جدا. اسوء. منتجع علا الاطلاق. تاخذون فلوسي بالباطل كل الوضع مخيس,Negative
عنوان للقذارة . . رةائح كريهة في الغرفة والتكييف وم يات ومخدات السرير متعفنه جدا,Negative
النجمتين دول للجزء بتاع ديزني فقط ... الباقي تخريف و هبل,Negative
تعبان جداا . نظافه و موقعه. الخدمه تعبانه جدا ، الاستقبال تعاملهم سيئ,Negative
سيئ جدا . فندق سيئ بالراي الشخصية لا توجد نظافة نهائيا ..طوال اليوم اصابتني الحكه انا واسرتي لم يعجبني شئ نهائيا. ولا ولا شئ,Negative
ضعيف. لا يوجد شي في الفندق يستحق الثناء. الموقع على شارع ضيق والاستقبال سيء والغرف ضيقة والممرات خانقة ودورات المياة سباكتها قديمة جدا,Negative
انا مستغرب الكتاب الصراحة و سطحيته . زعلت اوي عالخمسة و عشرين جنيه :,Negative
ضعيف. . التبريد عالي جعلني أمرضالمكان سيء جدا السعر مع الضرائب اعلى يصل الى درهم بالليلة,Negative
...نال أكثر بكثير من حجمه ولم أخرج منه إلا بثلاث جزئيات معبره إلى حد ما,Negative
ضعيف. لايوجد خدمة جيده عدم وجود خدمة النت لايوجد نظافه يومية للغرف.,Negative
تجربه سيئة جدا . تسجيل الدخول والخروج. عدم استجابة الموظفين ازعاج الاطفال حتى بعد التواصل مع المسؤلينمواقف السيارات غير متوفرة,Negative
جيد ولكن السرير غير مريح . الموقع. كان العرض شامل العشاء ورفض الاستقبال ان يكون شامل,Negative
للأسف رواية أقل من عادية . شدني العنوان أما الأحداث والإسلوب فالعكس تماما لدرجة أني لم أكملها :,Negative
الاسعار اعلى بكثير من المطاعم والخصم ٥٠٪ بكون سعر الوجبات الاساسيه اللي بالمطاعم نجمه واحده وكتير عليه ولو فيه اقل من نجمه لاخترته,negative
كابتن لا يقل شى عن اسلوب سواقين المكيروصات خدمه زباله بمصر,negative
للاسف الشديد الانطباع سيئ والخدمات اسوء / لسه بدرى علينا !!! اعلانات وهمية,negative
أسوأ من السوء عندما اطلب يقول لا نوصل لهذه المنطقه أنصح بعدم تحميله,negative
تجربه سيئه جدا ومعاملته اوحش والفلوس مش راضين يرجعوها معامل زي الزفت ارجوا محدش ينزلوا,negative
برنامج بخزي وبعر ما بنصح حدا يحملو لو في تقيم أقل من نجمة أحسن لا انو ما بستاهل نجمة,negative
تطبيق سئ لا يتعامل بجدية في العروض و القسائم وايضا لا يتعامل مع المكتبات,negative
زباله ورب الكعبه الطلب يقولي باقي دقيقين وانا انتظر ساعتين و تتبع الطريق نفس الموضوع وأحيانا يقولك المطعم فاتح ويوم اخلص طلب يقول مقفل !!!!,negative
الاسعار سدد نفسي اعملك احسن اوردر من المطعم نفسة احسن من ده (لو انت هتشتري اكل),negative
برنامج نصاب ..طلبت نفس الطلب من اطلب وكان ارخص ب ٣٠ جنيه..همسحه مش مستاهل المساحة عالموبايل,negative
المطعم سعرهم مدبل لما كتبت كومنت على الانستقرام مسحو كل شي,negative
تطبيق زبالة جدا جدا.. كل ما اكتب مكان الوصول يقولي اختار المكان من على الخريطة.. انا غلطان اني حملته,negative
كنت ناوي اجربه بس بعد ما قريت التعليقات وشكاوي الناس مش هنزله ولا هستخدمه,negative
اسوء شركه واقذر اداره خدمه عملاء كذابين شركه مستغله وانصح الجميع بعدم التعامل معها وعن تجربه وهناك كثير من الشركات البديله افضل منهم,negative
بعد تزيله لا يفتح معي مع العلم كنت مثبته منذ شهور سابقه وكان بيفتح ثم وقف فجاه برجاء الاهتمام وتشغيله,negative
زفت واقسم ب الله اني طلبت الساعه ١٢ جابولي الطلب الساعه ٤,negative
والله معامله سيئه جداااا جدا جدااااا والوقت اللي بنحط مش مزبوط ابدا.,negative
بعض المطاعم تقول التوصيل خلال 60 دقيقة وهذا كذب التوصيل خلال أكثر من ساعتين,negative
لا يوجد احترام للزبائن و يكنسلون الطلب و انت لاتعلم التطبيق فاشل  ما يقول يوم يقفل مطعم,negative
الابليكاشن سىء جدا وأريد الالغاء غير متوفر والطلب إجباري على مناطق معينه,negative
لا تضحكوا على الناس الواحد يروح يطلب من المطعم مباشرة اشرف,negative
طلبت اول مرة والطلب ساعتين وماوصل ولغيته بالاخير وكانت آخر تجربه,negative
شركه سيء جدا منصحش التعامل ولا الطلب منها كنسلوا الاوردر بعد مستنيت ساعه ونص منكم لله,negative
البرنامج فشل فشل شباب لحد يحمله البرنامج فشل فشل و المطور تعبان نفسين  والبرنامج خايس وفشل,negative
زباله ومفكرين نفسهم اشترونا بتعويض تمن الرحله واحنا نقف بساعات ومحدش يعبرنا,negative
تطبیق سویفل غایه فی التعقید ۔۔ حاولت مرارا وکل مره افشل ۔۔ هل یوجد رقم تلیفون للتواصل,negative
اسوأ تطبيق للتوصيل ، لا يوجد شكاوي ولا خدمة عملاء,negative
انا طلبت بس ماجاني استنيت وستنيت بس ما في فيده,negative
تم المسح بسبب نصب في أسعار الوجبات فرق بين سعر في قائمة المطعم وقائمة التطبيق فرق بنص السعر من غير سعر التوصيل,negative
ما بنصح ابداااااااا بالدفع عن طريق الفيزا لانه بتم الغاء الطلب وما بتسترد فلوسك وحتى لو تواصلت مع قسم الشكاوي ما بتم حل الموضوع,negative
ليش كذا رح امووووت كل شوي اعلان نزلت طلبات اخر شي طىبت و ما وصل ااطلب,negative
سيئ جدا للغايه سواقين اغلبهم سيئين تطبيق فاشل وسيء يوم يشتغل يوم يبطل يفتح ويبطل ينفذ الطلب,negative
تطبيق غير جيد بالمرة فاشل جدااا معاملة زفت واردارت بتأخر وانتظار بالساعة نصيحة بحث عن عن تطبيق اخر,negative
فشله والطلب يجي متأخر 3 ساعات أنتظره . وتعاملهم سيء والاكل يجي باارد ماله طعم . انصحكم ماحد يطلب منه اتصل بالمطعم يجيبلك أفضل .,negative
برنامج زفت زباله يعني بجد حرام عليهم وانا حذفته لا انصح للاخرين تنزيله,negative
الممممطعم يتأخر من زمان انتظر الطلب ما عاد اطلب منهم,negative
تجيكم خيبه بتعملوا برامج بايظه والمفروض انكم شركه تكنولوجيا البرنامج ما بيسجلش وعاملين اعلانات ومصاريف لو البلد فايقه المفروض تتحاكمم,negative
خدمة العملاء الالكترونية سيئة و يتاخروا جدا ف الرد و خاصة بعد الغاء التحدث المباشر مع خدمة العملاء في اغلب البلدان,negative
برنامج فاشل عند الطلب يقول لا يتم التوصيل على المنطقي,negative
برنامج تافه طلبت اكل قبل الفطار وبعدها قالولي لن يستطيع تنفيذ طلبك.. ومش عارف حتى اعمل شكوى,negative
طلبت حجم كبير لما وصلني شفت الحجم الصغير وانا دافع حق الكبير تواصلت وياهم بدون فايده قالو بيتصلون ولاحد اتصل 👎👎👎👎,negative
اكبر مشكله في البرنامج انه وهو ما بيحولش للشبكات التانيه امكانياته ضعيفة,negative
سي جدا البرنامج مش عايز يقرا موقعي وبيقولي اني ف دولة تانية,negative
ثبته علي الجهاز وكل ماافتحه يعطني تحديث واجي احدث لايحدث تحديث للبرنامج,negative
هاي النجمة بس عشان الإعلانات يلي قرفتو عرضي فيها وين ما اروح بلاقي الكم اعلان ابلعوا نجمة 😂🤞,negative
تطبيق سيئ جدا طلبت استاربوكس ب55ريال وا جاني الطلب مكبوب وا للحين ما رجعو فلوسي,negative
سيء جدا.. بعد ساعة و نصف من الطلب يتم الاتصال بي لافادتي بأن الطلب سوف يصل بعد 35 دقيقة اخرى,negative
التطبيق في مشكله كل مروح اسل يكتبلي حدث خطأ في الخادم ويخرج لوحدو اتمني الرد,negative
ليه مش بيوصل منطقتى انا فتحت الوكيشن و برضوا بيقولى مش بنوصل لمنطقتك,negative
سئ جداااا بسجل الباسورد يقولي خطا وهو صح واعمل باسورد جديد وبردو يقولي غلط,negative
الطلب لسه مجاش وبيقؤلي تقييم الطلب لازم يكون في حل للمشكله ديه,negative
برناامج مو حلو م يطلع لي كل المطاعم مع اني ساكنه قبالهم 💔,negative
سيئ جدا جدا غير دقيق بالمواعيد لا يستاهل التحميل نهائيا,negative
البرنامج مايفتح وكل ما ادخل فالبرنامج يطلب تحديث ولايوجد ابد تحديث فالتطبيق بالنفس,negative
هذا البرنامج سي بدرجه كبير منصحش بي تحميل هذا التطبيق👎,negative
"جدا سيء اليوم حملت التطبيق وندمت صاروا متأخرين اكثر من ساعه سيء جدا جدا 
انصحكم بعدم التحميل",negative
الأداره سيأه وتعامل الموضفين سيأ والبرنامج يعلق ويرسل الطلبات بعناوين خطأ ودايمن يوصل الأكل بارد وفيه خطأ,negative
لا يوجد مصداقية ابدا وعروضهم وهمية وخدمة العملاء سيئة جدا,negative
فيه مشكله كان يشتغل وفجئه قال لايمكن التوصيل انت خارج نطاق التوصيل وش السالفه؟,negative
تجربة سيئة جدا مع البرنامج اذا تريد تحرق اعصابك جرب اطلب منه شي لا انصح ابدا بتجربته,negative
نصابين حرامية تطبيق فاشل وتافه بس شغلتكم النصب والضحك ع العالم والاستخفاف بالعميل,negative
وصلت لمرحلة اختيار القاهرة او الاسكندرية وبقلي خطا وحاول ثانية ... ايه الهبل ده,negative
تطبيق سيئ جداً حجبو حسابي و انا ما سويت شي و كان في محفظة طلبات مالتي ٥ دينار و ما رجعوها لي نصابيين,negative
اخر مرة جالي الاوردر متأخر والاسعار أغلي من المطعم نفسه من ساعتها مطلبتش تاني,negative
زفت طلبت منه من كنتاكي اجا الطلب غلط هذا غير أن التوصيل من ماك ب ٧٥٠ !!!!!,negative
تطبيق ضعيف جدا لا يستحق الأستخدام لا يشمل جميع المطاعم,negative
تطبيق زبالة تم طلب وخصم المبلغ في الاخير تم الغاء الطلب من قبل المطعم بدون سبب واضح ولم يسترد المبلغ للان 👎👎👎👎👎👎,negative
نجمة واحده عشان الكومنت نفس ابلكشين اطلب نفس المطاعم لاجديد نزلتة عشان البقالة لقيت نفس مطاعم اطلب برنامج. كذب,negative
غير دقيق قلت ادب العمال التوصيل غير دقيق قلت احترام,negative
للاسف كنتو كويسين والميزه عندكم خيار تحديد الطلب بالشكل المرغوب فقط,negative
خدمة سيئة المطاعم التي مافيه توصيل من الاساس يعطيك لها مشغول عشان تستخدم المطاعم التي لديها توصيل طلبات لتوصل طلبك 😡,negative
يا رأيه البرنامج مش شغال مش معقول لحد دلوقتي لم يتم إصلاح البرنامج,negative
سيء جداً والموظفين الي بوصل الطلبات همجين مع بعرف يحكو باحترام,negative
زي الزفت ساعه ننتظر الطلب واخرتها. يقولون المطعم طفت الكهرب فيه ولا اخذنا الطلب. طب ع الاقل ارسلوا. اشعار از اتصال. زيرووووووووووووو ولا نجمه,negative
التطبيق لا يوجد فيه الكثير من المطاعم لا يوجد فيه ماكدونالز ولا برجر ميكر ولعروض سيئة جدا وأسعار المطاعم ولتوصيل عالية جدا,negative
البرنامج بفتحه وما بطلعلي يشي بحكيلي لا توجد نتائج بحث ما اعرف ليش ارجوا التواصل...,negative
"طلبت من البيك سحور وتم ارسال ايصال لي بالطلب والوقت والقيمة ولم يحضر الطلب 
البرنامج جداااا بطيئ لو في أقل من نجمة كان حطيت عنجد لازم تصلحو هاي المشكلة لان البرنامج بطيئ ما بطلع صور,negative
تطبيق سيئ جدا....بيكتبوا كود خصم 75جنيه على أول طلب ولما طلبت أول مرة بيقولي الرمز غير صحيح,negative
فجأة توقفت خدمة التطبيق في المحافظات وعدم مصداقية في الكوبونات طلبت اوردر كان عليه عرض كتب تم التسليم,negative
تطبيق وحش جدا ولو في اقل من نجمة كنت ادتهاله,negative
تراجعت خدمتهم عن قبل واسعارهم صار اغلى بكتير من قبل,negative
التطبيق بقاله شهر مش راضى يفتح ويقولك سنحل المشكله فى أقرب وقت,negative
بيقولي يرجي التحديث مع اني لسه محملاه ممكن اعرف ايه السبب,negative
طلبت اوردر سريع بعد نص ساعه بعتولي رساله نأسف لم نتمكن من تلبية طلبك منكم لله كان عندي ضيوف😡😭,negative
طلبات غلط وسرقة ولغبطة في الأسعار والله أنا لسة مسحة جولوفو ارحم ومش بيعمل غلط من النوع ده,negative
ابدا مو عاجبني كل ما اطلب من مطعم بنسى البيبسي ببرد الاكل ولسا ما وصل,negative
تطبيق سي تم سحب مبلغي ولا يتم الاسترداد سوف نقوم بتقديم شكوى بحق تطبيق طلبات🛑🛑,negative
مووو كويس مرررره يتأخر اكثر من ساعتين والتطبيق نفسه سيئه فيه افضب منه,negative
ارجوا ان يتم توصيل لجميع مناطق المحافظه سوا القريبه أو البعيده,negative
اغلب المطاعم المشهورة في الطايف غير موجودة مثل البيك هرمان حراء ريدان الشواية... الخ فقط مطاعم معدودة لا انصح به,negative
التطبيق زفت و ما بعطو عروض وكل الاشياء اغلا ولا مرة كان التوصيل سريع كل المرات بطيء,negative
ما وصل الطلب كامل مع انو اخذ سعر الوجبتين وهو ما جاب الا وجبه,negative
غير مفيد .. عند بيتي أكثر من 30 مطعم مشهور وللأسف لايوجد غير 4 مطاعم فقط,negative
للاسف لم يتم توصيل الطلب ولااحد يرد في الدعم الفني لا انصح بالتعامل معه,negative
وربي ابلكيشن زفت وربي نصابين وابلكيشن غير مطور وتوهم ناصبين علي وسارقين فلوسي ورافضين يعطونياها,negative
البرنامج لسه محمله وكل ما افتحه يقولي عايز تحديث حاجه زفّت والله,negative
برنامج مخادع عند وضع القسيمه يقولك تم الخصم وبعد تأكيد الطلب يشيل الخصم زبااااااله وفاشل وبعد التواصل مع خدمة العملاء يقولك لم يوضح امامي الخصم,negative
برنامج فاشل وطريقة تفعيل فاشلة لا تتم أبدا بالنت منذ شهر 3 مارس وحتى الآن ولا استطيع تفعيله ولابد من الذهاب للشركة,negative
ياخي احذفوا تكرار هذا الاعلان. كل مرة يطلع لنا.. ما ينفع ابدا كذا,negative
فاشل ٣ ساعات مهمل طلبي بحجه ان المطعم زحمه ولمه رحت المطعم الوضع طبيعي وطلبات ماشيه,negative
كل ما اختار خط داخل القاهرة ألقيه مش متاحة فيه،،. امال هو بيشتغل فين!!!,negative
يعني ديب فريزر في موقع الشركة ب6200 جنيه تعرضوه كاش ب7500 يا ولاد الحراميه يا نصابين,negative
للأسف التطبيق فاشل داخل منطقة الأحساء بتطلب الطلب بجلس 3 ساعات ومايجيك الطلب,negative
خدمة سيئة جدا في حال تعرضت لمشكلة مع طلب انا وصلني اكل من مطعم وكان تالف والرد ببساطة كان نحن نعتذر,negative
ينفع ناخد باص خاص بسواق يرجو الرد بسرعه لو سمحتو ضرووووري,negative
تطبيق سئ جدا علشان اتنقل بين حساب وحساب اخر لازم احذف التطبيق وانزله من جديد,negative
كلما طلبت يتصلون لي وقلون انه الطلب التغى مدري شسالفهھ؟,negative
قمت بتسجيل بياناتي اكثر من مرة والبيانات صحيحة والرد ان البيانات غير صحيحة برجاء الإفادة,negative
لو في أقل من نجمة لأخترتها أسوء تطبيق على الإطلاق,negative
تم وصول الوجبة ناقصة ٥ قطع ، تجربة سيئة جدا وتم حذف الموقع,negative
البرنامج سيئ جدا جدا جدا  لنا يومين نطلب وما يجيبولنا الاكل انصحكم لحد يحملو والله النجمه دي بس عشان اعلق والا البرنامج تفو عليه👎👎👎👎,negative
قولتولي في باقة مجاني لما احمل التطبيق مفيش حاجة يعني جات ممكن اعرف لية ؟ٕ!,negative
انا لسه منزله التطبيق واجي استخدمه يقولي حدثيه ادخل ع التحديثات مفيش ارجع تاني الاقي المشكله اعمل اي لو سمحتوا امسحوا.....؟؟!,negative
التطبيق كله نصب بنصب الفلوس الي موجوده بمحفضه التطبيق كل فتره تروح,negative
التطبيق بالبدايه كان كويس ..اما الان صار صعب الوصول للموقع الا عن طريق ارسال اللوكيشن للسائق,negative
كان جيد و أصبح سيء جدا بعد التعديلات على الرسوم,negative
اسوأ برنامج في العالم ايش ده اطلب من كودو 3 ساعات انتظار وفي النهاية الغو الطلب زفت والله ولا يستاهل نص نجمة,negative
هدا برنامج مو حلو كتير لانو في بلدان معينة مو كل البلدان متلا الجزائر ليش مو موجودة,negative
فااااااشل واتفق مع هشام والله ماعندهم توصيل سريع ولا مطاعم جميله تفتح النفس نأكل منها,negative
والله ليسو صادقين في التوصيل والطلب ناقص . لا انصح به... تم المسح التطبيق.,negative
يطلب تحديث واخش عشان احدث مفيش تحديث وي مش راضي يشتغل,negative
لا يوجد عروض قويه واغلب المطاعم والبقالات لا تقوم بتوصيل لمنطقتي,negative
تجربه سيئه جدا وتطبيق لم يستطع النجاح معظم المطاعم سيئة واكل سيئ ومعظم المطاعم مغلقه ويقبلون الاوردر الي بيعجبهم فقط,negative
برنامج سيئ و الطلب يوصل غير اللي انت طلبته و خدمة عملاء من اسوء التجارب في العالم,negative
خدمة سيئة جدا وغير ملتزمين وغير محترفين .. تجربة سيئة جديدة اليوم !!,negative
محتوى زى الزفت انا كل ما اتفرج على مسلسل يقرفنى باشعاراته,negative
انا زهقت واتخنقت مية مرة احاول اسجل على التطبيق مش راضي يقبل ومش عارف المشكلة ف ايه تحديدا ياريت حد من خدمة العملاء يتواصل معايا,negative
مع الاسف الشديد حراميه عروض وغير عروض التوصيل مجانا وفي الاخير الاسعار مختلفه عن اسعار المطعم اقل صنف زياده ريالين,negative
تطبيق سيئ للغاية.... عندما ادخلت (كوبون) الخاص بي في التطبيق قال لي ال(كوبون) تفعل و عندما وصل سائق التوصيل قال ال (كوبون) لم يتفعل,negative
ابليكشن كل تكه فيه ب اعلان يقرف زيكم جتكوا القرف,negative
سئ جداااا تقيم أقل من نجمة لو فيه بيوصل في الإمكان الي هو عوزها بس يعني ايه تطبيق زي ده مش بيوصل كل الأماكن,negative
مرتين اطلب منهم ولا يوصلوا لي مره سيء واسوء بعد,negative
بجد شئ سئ جدا اطلب اوردر وجالى اللورد فى حالة تعفن وبايظ كله وتواصلت ومحدش بيرد عليا فين الرقابه,negative
تطبيق سيء جدا جدا جدا تعامل سيء الطلبات تختلف بتئخرو كتير عن الموعد المحطوط,negative
بصراحة ازبل خدمة عملاء وازبل اهتمام بالعميل بتوع بطاطا من الاخر والله النجمه خساره فيهم,negative
تجربة سيئة وتطبيق زبالة وخدمة عملاء غاية في السوء،، مطاعم دون المستوي وطعام زبالة،، بيعملوا حظر للحساب بمزاجهم،، انصح الجميع بعدم تحميل هذا التطبيق,negative
حرام عليكم طالبه سحور حق الوالده وسحبتوا عليها وكل المطاعم سكرته آخر تعامل لي معاكم المشكله امس مادحينكم ٣ ساعات ولا مجيب,negative
خدمات سيئة جدا و فيه تأخر في في معاد التسليم الاوردر بيوصل بعد 25 يو تقريباً لا انصح باستخدامه,negative
كلاب جيت ابي اطلب كنتاكي من الشاطئ 1 قال مدة التوصيل 100 الى 130 دقيقة ههههه اده,negative
حتى يكون هذا المشروع ناجح ، لابد من تغطية جميع المناطق ، و للأسف لا يغطى جميع المناطق !!,negative
تطبيق سئ جدا ..خدمه سيئه جدا لا يعتمد عليها نهائي,negative
اول تجربة وطعلت زباله وكابتن مش محترمه ولا فى تعاون,negative
سيئة، والسبب بعد الطلب بتكتشف انه مع الكابتن طلبين غير طلبك وبنضطر نستنى نص ساعة زيادة,negative
للأسف ما توصلون لكل المناطق ، ما استفدت شي منكم 😒,negative
زي الزفت وفي مشكله وبعمل خلل في الجهاز ومش بيرضه يتحدث,negative
التطبيق مفيد لكن سعره اعلى من سعر المطعم نفسه وبطيء جدا واحيانا بعلق,negative
انا بالمدينه واجاني بس مطعم واحد ياليت توفرون مطاعم اكتر,negative
مش عاوز يفتح ويكتبلي يرجي التحديث من آب استور ويرجع للمتجر وملقيش تحديث,negative
حسبي الله ونعم الوكيل ٤ ساعات على ما يجيلي الطلب واحنا في رمضان!!!!,negative
من اسوء ما قرأت فى حياتى .ز اعطانى انطباع سىء عن زيدان لانى لم اقرأ عزازيل,negative
كتاب مبالغ فيه ،، ممل و مكرر في افكاره ،، دا بالاضافة الى الاستسلام الزائد عن اللزوم من المؤلف,negative
قرأتها قبل سنة سنتان . عادية . مع بعض الكلام الغير مؤدب الغير مبرر . المقحم بشكل لا معنى له,negative
احترت في تقييمها بين نجمتين او ثلاث نجوم ، لم اشعر كثيرا بالاستمتاع في قرائتها او بفائدة من هذه القراءة. الوصف دقيق ومسهب لدرجة مضجرة.,negative
" قريت نصها ومش هكملها لأنها مش عاجباني خالص . ""وبيقولك ""وجع البطن ولا رمي الطبيخ وأنا مش مجبرة إني أكملها",negative
كتاب ممل الي حد كبير اقرب منه الي نصائح مكتوبة بلا روح لم يعجبني علي الاطلاق,negative
الفكرة التي أراد توصيلها جميلة لكن كان بإمكانه ايصلاها بعدد صفحات أقل فهناك الكثير من الأحداث التي لا داعي لها,negative
رواية / مقززة / لا أدري كيف إستطعت متابعة القراءة للنهاية ؟! من الروايات التي ( كرهتها ) وثبتت في ذاكرتي للأسف .!,negative
رواية جداً كئيبة ومأساوية قرات روايات مأساوية لكن كانت بالطرح افضل بكثير من هذه الراوية,negative
زهقت منها . نوت تو ماي سليف : كفاية كدا محاولات مع إبراهيم عبد المجيد,negative
" ليس سيئًا, لكنني وصلت إلى المنتصف وقررت التوقف عن القراءة, ولا أخطط في العودة لقراءته , على الأقل ليس الآن عمومًا لا أحب كتب الاقتباسات",negative
لأول مرة ف حياتي أندم علي فلوس اشتريت بيها كتاب !!!! يا خسارة العشرين جنيه !!,negative
كملّت 80% من الكتاب بالعافية . اسلوب مملّ و أفكار مكرّرة لا جديد فيها. نجمة لأنه كتاب . و نجمة لأن اللي كاتبه أحمد زويل !,negative
للأسف لا أطيق هذا الكتاب بالرغم من مستواه الجيد جدًا ادبيا وفنيا . ولكن السخرية المتجاوزة والتي تصل في اوقات كثيرة إلى حد السخافة لا تجعلني اقبله بنفسٍ راضية,negative
كتاب مستفدتش منه حاجه جديده غير انه ظريف و لطيف عجبني فيه المقالات اللي احمد حلمي بيحكي فيها عن نفس ومراحله ومقال الجزامتي كان تحفه,negative
" فى معظم الاوقات حسيت بالملل , وصف زائد اوى مالوش لازمة اطول رواية اعدت اقرا فيها لانها مشدتنيش !",negative
النهاية سيئة . و تكررت أحداث كثيرة بكريقة مملة مع وجود أحداث و شخصيات لا تخدم الرواية,negative
لم استطع اكماله لانه ممل فى فزلكة علمية بحتة.يصول و يجول د زيدان فى سفاسف كانها اقراص منومة,negative
سيئة بشكل كبير الحقيقة الواحد متوقعش تكون دون المستوي بالشكل ده سطحية ومفككة نجمة واحدة لبعض العبارات والجمل الجيدة فقط المعتادة من احمد خالد توفيق,negative
أسلوب الراوي في الكتابة معقد للغاية، واستخدامه للغة بعيد تماماً عن الجمال الروائي. كما أن القصة نفسها بعيدة كل البعد عن الحبكة الدرامية,negative
لا أحب تلك النوعية من الكتب الخفيفة التى بدأت الإنتشار مؤخراً بشكل مقلق لكنها كتب مهمة لجذب جمهور من عدم القارئين,negative
فيما يخص تقييم أسلوب الكتابة فهو جميل ومتمرس، أما فيما يخص الأحداث فإنني أعطي صفراً لحياة معذبة ومليئة بالإنحلال كهذه.,negative
ممم . ربما أفكارها لا تناسبني . نظرتها للحياة . زوجها المثالي . لا أدري . لكن هذه الرواية لم تناسبني .,negative
كنت أنوي أن اكتب نقد لاذع لهذا الكتاب لكني وجدت أن وقتي اثمن أن اضيعه في الكتابة عنه يكفي الوقت الضائع في قراءته ،في نظري الكتاب لا يساوي شئ,negative
كتاب لغته بسيطه . متنوع بحيث فيه اكثر من قصة . اتوقع انه اقل كتب د.غازي جودة في كل شي,negative
مملة! لم تجذبني الا في مواضع معدودة، قد يكون هذا النمط ليس المفضل بالنسبة لي.,negative
